candidate_id,job_id,score,skills_match,experience_score,project_score,label
12162,8,65.6,4.5,30.0,27.5,average fit
12162,1,58.2,13.3,30.0,11.2,good fit
12162,9,53.5,2.1,30.0,21.2,average fit
12163,7,51.4,2.5,30.0,22.7,poor fit
12163,2,59.7,1.1,30.0,29.0,average fit
12163,9,65.5,19.3,30.0,21.1,poor fit
12164,3,68.2,4.6,30.0,29.5,average fit
12164,6,67.1,8.8,30.0,27.3,poor fit
12165,10,67.8,20.5,30.0,14.0,average fit
12165,6,43.4,4.9,30.0,13.3,poor fit
12165,1,42.1,1.4,30.0,10.2,average fit
12166,5,45.3,0.1,30.0,12.6,average fit
12167,10,50.0,0.0,30.0,23.5,average fit
12167,2,55.8,0.0,30.0,23.1,average fit
12167,8,44.7,0.0,30.0,17.6,average fit
12168,9,65.3,4.1,30.0,29.4,average fit
12169,7,64.8,21.6,30.0,16.6,good fit
12170,6,47.0,7.6,18.9,20.6,poor fit
12171,3,59.7,2.8,30.0,27.6,good fit
12171,8,50.9,1.6,30.0,17.8,poor fit
12171,4,61.3,17.2,30.0,16.6,poor fit
12172,10,60.5,3.0,30.0,28.6,average fit
12172,8,54.5,4.3,30.0,18.1,average fit
12173,5,46.2,0.2,30.0,14.1,average fit
12174,6,46.0,8.6,30.0,11.6,average fit
12174,5,48.6,0.0,30.0,15.0,average fit
12174,10,63.1,0.6,30.0,29.9,good fit
12175,5,48.3,0.9,30.0,15.4,good fit
12175,1,60.9,13.8,30.0,16.6,average fit
12175,3,33.8,4.6,19.2,11.2,poor fit
12176,5,62.8,23.2,30.0,14.3,average fit
12177,1,49.4,0.1,30.0,19.8,average fit
12178,3,53.2,2.9,30.0,22.4,poor fit
12179,6,45.7,4.8,20.9,19.5,average fit
12179,2,38.7,0.7,30.0,10.3,poor fit
12180,4,52.8,2.2,30.0,20.8,poor fit
12180,2,57.7,2.3,30.0,22.3,poor fit
12181,4,46.8,2.7,30.0,13.2,poor fit
12181,8,60.7,0.0,30.0,29.6,good fit
12181,5,43.9,0.0,30.0,16.3,poor fit
12182,9,57.5,6.7,30.0,22.5,average fit
12182,10,46.5,0.0,30.0,14.6,average fit
12182,3,45.7,0.0,30.0,14.6,average fit
12183,7,33.5,1.1,14.8,16.5,poor fit
12183,5,65.0,30.3,19.0,14.9,poor fit
12183,4,38.0,1.7,8.7,25.1,poor fit
12184,4,54.3,0.0,30.0,25.1,average fit
12184,2,56.2,0.0,30.0,23.2,average fit
12184,8,63.6,13.4,30.0,21.8,good fit
12185,3,62.2,1.8,30.0,26.9,good fit
12186,2,47.3,0.0,30.0,14.4,average fit
12187,10,64.3,9.3,30.0,26.2,good fit
12187,7,52.2,0.0,30.0,26.7,average fit
12188,4,67.5,3.6,30.0,29.3,good fit
12188,6,42.0,0.9,30.0,13.2,average fit
12188,2,49.1,0.0,30.0,17.5,average fit
12189,2,48.6,0.0,30.0,15.2,poor fit
12190,7,60.6,0.0,30.0,26.5,average fit
12190,10,46.8,4.2,30.0,17.6,average fit
12190,2,42.0,0.0,30.0,11.4,poor fit
12191,9,57.1,1.4,30.0,22.7,poor fit
12191,6,60.9,10.6,30.0,19.9,average fit
12191,4,74.0,23.9,30.0,18.3,average fit
12192,8,51.7,0.0,30.0,21.8,poor fit
12193,4,59.5,1.5,30.0,26.7,average fit
12193,6,45.6,0.0,30.0,17.6,average fit
12194,6,66.5,9.4,30.0,25.4,average fit
12195,2,54.9,0.2,30.0,21.3,average fit
12195,8,61.5,12.2,29.5,17.9,average fit
12195,7,47.8,0.0,30.0,17.3,average fit
12196,10,54.9,0.8,28.7,27.6,average fit
12197,8,45.5,0.0,30.0,17.6,poor fit
12197,4,62.5,2.0,30.0,26.5,average fit
12197,7,46.4,4.2,30.0,16.2,good fit
12198,10,54.3,0.1,30.0,21.5,average fit
12199,10,64.2,8.9,30.0,27.7,average fit
12199,7,54.3,2.6,30.0,21.5,average fit
12199,3,55.5,11.8,30.0,16.1,poor fit
12200,4,67.9,14.1,30.0,21.2,poor fit
12200,7,59.7,0.0,30.0,26.2,average fit
12201,4,48.2,0.0,30.0,18.7,poor fit
12202,8,58.9,13.5,30.0,18.7,average fit
12203,5,52.6,11.4,30.0,10.1,poor fit
12203,8,57.6,2.1,30.0,23.7,average fit
12204,2,40.3,1.4,30.0,13.5,average fit
12204,10,40.6,1.5,20.8,23.0,poor fit
12204,4,44.6,0.5,30.0,18.1,poor fit
12205,3,53.7,1.5,18.6,30.0,average fit
12205,10,29.0,0.0,13.6,16.3,poor fit
12206,7,68.5,7.7,30.0,28.5,average fit
12206,1,73.1,15.2,30.0,27.8,average fit
12207,1,65.6,2.4,30.0,29.4,average fit
12208,1,59.7,6.8,28.0,24.5,average fit
12208,8,38.6,0.0,18.8,20.1,poor fit
12209,9,42.7,2.8,30.0,12.1,average fit
12209,8,59.4,2.8,30.0,22.0,average fit
12209,1,60.4,6.9,30.0,22.1,good fit
12210,9,80.5,28.5,30.0,18.9,good fit
12211,2,42.6,0.1,30.0,17.4,poor fit
12211,4,37.1,0.0,20.9,13.3,poor fit
12212,3,47.9,0.0,30.0,21.1,average fit
12213,5,56.6,2.5,30.0,28.4,average fit
12214,3,47.3,0.2,30.0,17.6,good fit
12214,8,47.3,2.0,30.0,12.1,poor fit
12215,8,54.6,0.0,30.0,24.8,average fit
12215,5,52.3,2.8,30.0,22.5,average fit
12216,4,60.8,2.8,30.0,27.2,average fit
12216,10,48.4,6.3,30.0,13.2,average fit
12217,5,48.9,8.5,30.0,10.1,poor fit
12217,9,47.7,1.0,30.0,15.6,good fit
12217,4,57.6,1.3,30.0,24.9,good fit
12218,10,52.3,0.0,30.0,20.1,good fit
12218,1,61.4,9.2,30.0,20.6,good fit
12218,6,71.7,20.1,30.0,19.2,good fit
12219,5,41.0,0.0,30.0,15.9,average fit
12219,9,54.8,4.1,30.0,25.0,poor fit
12220,1,53.2,12.8,30.0,15.2,good fit
12221,7,76.9,19.2,30.0,27.4,average fit
12221,3,44.7,5.7,30.0,12.8,poor fit
12221,9,58.2,3.0,30.0,22.1,average fit
12222,8,49.0,1.8,30.0,17.7,poor fit
12223,9,55.8,2.9,30.0,23.3,poor fit
12223,5,49.1,0.6,30.0,20.0,poor fit
12223,4,55.7,0.0,30.0,21.2,average fit
12224,8,23.3,2.3,6.1,19.6,average fit
12224,6,62.6,28.8,10.6,18.9,average fit
12225,10,23.6,9.1,1.5,11.7,poor fit
12225,1,29.4,0.0,0.1,28.4,average fit
12226,10,49.4,7.2,30.0,16.7,average fit
12226,7,57.2,0.0,30.0,29.4,average fit
12226,5,45.3,0.0,30.0,15.3,average fit
12227,7,23.9,0.0,3.4,18.3,poor fit
12227,2,21.1,0.7,0.0,20.0,poor fit
12227,9,41.5,16.4,0.0,27.7,average fit
12228,10,36.9,20.3,0.0,20.0,poor fit
12228,4,28.6,0.0,0.0,26.2,poor fit
12228,6,22.3,4.0,0.1,16.2,poor fit
12229,3,25.3,0.0,10.6,15.6,poor fit
12229,9,57.9,5.7,30.0,22.3,average fit
12230,7,77.6,29.3,30.0,19.2,good fit
12231,9,45.9,24.4,2.3,15.6,good fit
12231,4,20.2,4.1,2.1,17.8,average fit
12232,4,49.3,0.0,30.0,20.6,poor fit
12232,2,41.0,0.0,30.0,11.4,poor fit
12233,8,65.2,14.6,30.0,17.7,average fit
12233,10,42.1,3.7,20.3,13.5,poor fit
12233,2,43.3,1.3,30.0,17.0,poor fit
12234,2,37.6,0.0,30.0,10.3,poor fit
12234,8,51.3,3.3,29.8,15.2,average fit
12235,3,72.5,11.2,30.0,26.7,average fit
12236,8,52.1,7.4,30.0,17.8,average fit
12236,10,62.6,7.4,30.0,22.1,good fit
12237,9,62.9,3.0,30.0,26.4,average fit
12238,4,49.2,1.0,30.0,21.6,average fit
12238,9,59.1,3.4,30.0,23.0,poor fit
12238,3,64.8,22.3,30.0,12.1,average fit
12239,8,74.7,25.5,30.0,14.8,good fit
12240,2,58.2,1.1,30.0,28.9,average fit
12240,5,26.4,0.0,11.2,14.7,poor fit
12240,8,33.4,3.9,13.9,13.9,poor fit
12241,10,50.6,15.9,24.0,10.6,average fit
12241,6,32.3,0.5,18.5,15.0,average fit
12242,4,18.8,0.0,6.5,13.3,poor fit
12242,3,28.0,0.0,6.4,19.9,average fit
12243,9,52.5,0.0,30.0,24.5,average fit
12243,1,44.0,1.9,30.0,13.2,poor fit
12243,4,55.6,15.5,27.3,14.0,average fit
12244,1,54.6,4.4,30.0,21.2,average fit
12245,3,47.5,0.0,30.0,21.9,average fit
12245,4,44.8,1.1,30.0,12.1,average fit
12246,6,42.8,6.9,30.0,10.2,average fit
12246,4,53.8,0.0,30.0,20.2,good fit
12247,1,56.0,0.8,30.0,26.9,average fit
12247,2,41.4,2.0,30.0,11.5,average fit
12248,7,46.7,0.0,30.0,15.8,average fit
12248,5,63.1,1.9,30.0,28.8,poor fit
12248,8,46.2,0.2,30.0,18.7,average fit
12249,2,66.5,9.3,30.0,26.7,average fit
12249,6,40.9,0.6,30.0,10.3,average fit
12250,10,75.9,27.7,30.0,20.8,good fit
12250,1,50.9,2.8,30.0,22.6,average fit
12250,7,54.6,0.0,30.0,21.7,average fit
12251,5,45.5,1.8,30.0,12.2,good fit
12252,2,45.5,0.2,30.0,10.6,average fit
12252,5,43.0,0.0,30.0,14.1,poor fit
12253,4,71.7,20.0,30.0,20.1,good fit
12253,5,53.0,0.0,30.0,27.7,good fit
12254,8,48.1,0.0,30.0,13.9,poor fit
12255,7,56.3,6.2,30.0,20.0,good fit
12255,10,46.3,0.0,30.0,15.6,poor fit
12255,8,60.8,0.0,30.0,26.3,average fit
12256,4,49.1,0.0,30.0,17.3,average fit
12257,1,30.0,5.0,0.0,28.8,poor fit
12258,8,49.0,8.3,30.0,11.5,good fit
12258,2,40.5,0.0,30.0,14.6,poor fit
12259,4,45.5,0.0,30.0,18.5,good fit
12259,7,54.9,14.7,30.0,11.5,poor fit
12260,4,68.1,12.3,30.0,25.7,average fit
12260,7,44.4,0.9,30.0,11.3,poor fit
12260,3,58.2,2.5,30.0,23.9,poor fit
12261,4,59.2,1.8,30.0,29.5,poor fit
12261,9,50.2,2.2,30.0,19.2,average fit
12262,1,30.2,2.9,0.0,28.3,poor fit
12263,9,44.4,0.0,30.0,13.5,poor fit
12263,3,43.1,0.0,30.0,16.7,poor fit
12263,6,51.0,2.2,30.0,18.2,average fit
12264,4,64.9,5.7,30.0,26.6,average fit
12264,9,62.5,3.3,30.0,30.0,good fit
12265,1,18.3,8.4,0.6,11.1,average fit
12265,10,39.7,2.8,3.2,29.4,average fit
12265,9,29.7,5.5,2.5,20.0,poor fit
12266,2,52.2,1.1,30.0,23.1,average fit
12267,6,49.8,0.0,30.0,20.8,average fit
12267,10,51.6,4.9,30.0,12.1,average fit
12267,9,45.1,8.4,30.0,10.5,poor fit
12268,9,56.3,4.8,30.0,21.4,average fit
12268,1,55.5,4.4,30.0,16.6,average fit
12268,8,58.4,10.1,30.0,22.3,poor fit
12269,7,39.3,0.0,30.0,14.0,average fit
12269,10,52.2,0.0,30.0,27.1,good fit
12270,10,38.8,0.0,30.0,12.9,average fit
12270,3,60.4,0.0,30.0,28.2,average fit
12271,4,46.6,0.7,30.0,19.9,poor fit
12272,1,55.2,7.1,30.0,15.4,average fit
12273,1,52.3,1.0,30.0,23.2,good fit
12274,6,58.9,1.1,30.0,29.1,average fit
12275,7,55.4,0.0,30.0,26.7,average fit
12275,1,57.4,7.1,30.0,19.4,average fit
12275,4,68.3,7.0,30.0,26.8,average fit
12276,9,47.6,0.5,30.0,21.7,poor fit
12276,2,46.4,0.0,30.0,20.2,average fit
12276,10,56.8,4.2,30.0,23.4,average fit
12277,4,40.3,2.2,13.4,21.2,poor fit
12278,7,52.5,0.3,30.0,20.3,average fit
12278,10,47.2,0.0,30.0,13.2,average fit
12279,5,49.6,1.9,30.0,13.9,poor fit
12279,6,55.8,5.0,27.3,27.1,poor fit
12280,6,23.2,3.8,7.6,11.1,average fit
12280,8,43.9,12.8,6.2,24.5,poor fit
12280,5,40.9,0.0,16.5,25.0,poor fit
12281,4,53.7,0.9,30.0,19.7,average fit
12282,10,61.7,0.0,30.0,27.5,good fit
12283,6,38.5,20.8,1.0,13.6,poor fit
12283,3,42.5,20.1,1.4,16.5,poor fit
12283,5,36.0,0.0,3.1,29.5,poor fit
12284,9,40.7,0.8,30.0,11.1,poor fit
12284,10,61.4,14.3,30.0,15.0,average fit
12285,7,57.5,8.3,30.0,17.6,average fit
12285,1,42.4,0.0,30.0,10.6,average fit
12285,6,44.4,3.9,30.0,12.5,poor fit
12286,10,55.3,0.0,30.0,28.0,good fit
12287,4,52.7,3.0,30.0,17.5,average fit
12287,1,47.1,0.0,30.0,19.7,average fit
12287,8,64.9,9.1,30.0,25.4,poor fit
12288,7,39.1,0.0,30.0,11.3,average fit
12288,2,40.0,0.0,30.0,12.5,poor fit
12289,1,50.7,0.0,30.0,16.6,average fit
12289,4,46.6,0.0,26.9,19.5,average fit
12289,7,69.2,19.9,30.0,20.4,average fit
12290,6,27.7,1.0,3.9,19.5,poor fit
12290,3,26.1,7.2,1.1,20.2,average fit
12291,4,77.8,31.1,30.0,19.8,good fit
12291,7,43.7,1.8,30.0,13.5,poor fit
12292,10,58.2,0.8,30.0,28.2,average fit
12292,1,58.0,0.0,30.0,24.3,poor fit
12292,8,61.5,7.5,30.0,27.9,good fit
12293,6,57.8,0.0,30.0,23.2,average fit
12293,8,47.4,2.1,30.0,19.6,average fit
12293,3,67.6,14.9,30.0,26.0,average fit
12294,1,48.7,2.4,30.0,16.5,average fit
12295,2,52.2,0.6,30.0,20.1,average fit
12296,3,53.5,0.0,30.0,21.0,average fit
12297,10,46.2,0.7,30.0,12.0,average fit
12297,8,71.0,8.9,30.0,29.2,average fit
12298,4,62.4,7.0,30.0,24.7,average fit
12299,1,42.1,0.0,30.0,16.4,poor fit
12300,4,56.2,6.6,30.0,14.9,average fit
12301,4,57.1,9.0,30.0,22.3,average fit
12302,3,43.2,0.6,30.0,14.9,poor fit
12302,9,58.3,7.2,30.0,23.9,average fit
12303,10,44.0,0.4,11.7,28.9,poor fit
12303,5,54.0,15.3,30.0,11.0,average fit
12304,5,31.4,0.0,13.0,20.7,poor fit
12304,10,27.6,0.0,11.5,11.4,poor fit
12304,1,28.7,1.2,11.8,19.6,poor fit
12305,6,60.2,8.8,30.0,26.1,average fit
12305,1,52.9,0.9,30.0,26.2,average fit
12305,8,45.9,1.0,30.0,18.5,average fit
12306,10,42.4,1.7,28.8,11.1,poor fit
12307,6,54.8,0.4,30.0,22.6,average fit
12307,5,62.8,1.4,30.0,29.5,average fit
12308,1,56.4,1.6,30.0,28.9,average fit
12308,7,53.1,0.6,30.0,25.5,average fit
12308,9,50.2,0.0,30.0,17.2,average fit
12309,4,54.0,0.1,30.0,23.8,good fit
12309,2,66.1,2.9,30.0,29.2,poor fit
12309,3,52.1,0.0,30.0,23.7,average fit
12310,2,51.6,2.9,30.0,16.0,average fit
12311,9,58.3,2.9,30.0,25.4,average fit
12311,4,48.5,0.0,30.0,15.3,good fit
12311,8,58.6,2.6,30.0,23.4,average fit
12312,2,48.5,2.7,30.0,15.7,average fit
12312,8,56.2,0.0,30.0,26.4,average fit
12312,1,41.0,0.7,30.0,10.3,poor fit
12313,6,62.5,0.5,30.0,28.8,average fit
12313,8,57.8,0.0,30.0,25.5,average fit
12313,5,51.9,0.4,30.0,19.3,average fit
12314,9,47.2,0.0,30.0,15.7,average fit
12314,4,56.6,13.7,30.0,14.5,average fit
12315,8,69.0,5.8,30.0,29.4,average fit
12315,4,46.9,0.0,30.0,17.8,average fit
12316,3,66.9,19.2,30.0,18.4,average fit
12316,5,54.5,1.8,30.0,21.2,average fit
12316,8,55.3,10.5,30.0,19.2,average fit
12317,6,46.4,5.3,30.0,14.7,average fit
12317,10,74.1,21.9,30.0,23.1,good fit
12317,7,39.6,0.8,30.0,13.2,poor fit
12318,3,35.3,8.9,9.6,13.7,poor fit
12318,7,39.2,1.7,16.7,22.1,average fit
12318,5,41.3,0.0,17.6,22.6,poor fit
12319,8,65.5,1.3,30.0,29.6,poor fit
12319,10,58.8,7.1,30.0,18.4,poor fit
12320,2,50.7,0.7,30.0,19.2,good fit
12321,5,55.5,29.5,17.9,10.6,average fit
12322,2,56.8,2.7,30.0,22.9,poor fit
12322,1,43.9,1.7,30.0,15.7,poor fit
12323,4,59.5,14.2,30.0,18.1,average fit
12324,8,41.2,1.5,30.0,13.4,poor fit
12324,7,51.6,0.0,30.0,25.4,average fit
12324,4,49.2,1.6,30.0,12.8,poor fit
12325,2,58.3,2.3,30.0,26.2,good fit
12326,7,58.1,0.0,29.7,27.8,average fit
12326,8,47.7,0.0,19.6,23.6,average fit
12326,3,54.1,1.1,21.3,27.9,poor fit
12327,5,36.8,3.1,17.3,15.4,poor fit
12327,8,50.9,6.4,13.7,27.8,average fit
12328,8,50.1,7.6,30.0,17.0,good fit
12328,6,41.0,0.0,30.0,15.3,average fit
12329,2,50.2,0.0,30.0,21.8,average fit
12329,7,46.4,0.0,29.5,16.6,average fit
12329,4,38.3,1.0,20.4,13.1,poor fit
12330,2,60.8,2.9,30.0,23.9,average fit
12331,5,62.8,0.0,30.0,28.6,poor fit
12332,1,65.5,11.0,29.8,25.6,average fit
12333,3,40.5,0.0,30.0,13.8,poor fit
12333,1,49.6,0.0,30.0,20.5,average fit
12334,5,41.3,2.4,30.0,12.2,poor fit
12335,5,62.8,0.0,30.0,29.8,average fit
12335,6,52.1,0.0,30.0,18.0,average fit
12336,10,41.4,2.5,30.0,11.3,poor fit
12337,9,49.3,2.1,30.0,19.0,average fit
12337,7,43.0,0.0,30.0,11.6,poor fit
12338,9,50.9,0.0,30.0,25.7,average fit
12339,4,56.0,6.2,30.0,19.9,poor fit
12339,5,45.4,0.0,30.0,15.0,good fit
12339,7,44.0,2.3,30.0,13.9,poor fit
12340,5,51.7,1.8,30.0,18.0,average fit
12341,6,72.3,13.1,30.0,28.2,good fit
12341,10,46.9,0.0,30.0,15.3,poor fit
12342,1,45.0,0.0,30.0,12.5,average fit
12343,4,60.4,1.5,30.0,27.6,average fit
12343,6,58.5,6.8,30.0,20.4,poor fit
12343,1,66.1,6.5,30.0,24.9,good fit
12344,2,56.0,6.2,30.0,22.5,good fit
12344,6,57.4,1.3,30.0,28.1,good fit
12345,7,44.6,0.0,30.0,13.3,poor fit
12346,10,57.3,3.9,30.0,24.9,average fit
12346,8,62.6,16.1,30.0,19.5,average fit
12346,2,55.3,0.0,30.0,21.7,good fit
12347,6,52.3,12.0,18.8,26.1,average fit
12347,7,53.1,0.0,30.0,20.9,good fit
12347,5,46.5,1.0,30.0,11.9,average fit
12348,1,70.2,9.2,30.0,29.5,good fit
12348,4,44.4,0.6,30.0,12.7,poor fit
12348,10,62.1,5.5,30.0,28.7,average fit
12349,2,64.7,12.7,30.0,20.6,average fit
12349,7,65.3,21.5,30.0,11.8,poor fit
12349,1,43.0,0.0,30.0,12.3,poor fit
12350,9,54.8,3.6,30.0,21.4,good fit
12350,2,48.1,0.0,30.0,19.5,average fit
12351,3,49.4,7.4,30.0,10.1,average fit
12351,4,51.5,4.0,30.0,19.4,average fit
12351,10,46.7,0.2,29.4,17.1,good fit
12352,6,52.2,15.8,22.5,15.4,average fit
12352,1,49.1,2.8,30.0,16.9,average fit
12353,3,62.6,21.5,30.0,15.5,average fit
12354,10,49.6,0.0,30.0,19.5,average fit
12355,3,48.5,0.0,30.0,18.5,average fit
12355,7,53.6,2.2,30.0,17.3,poor fit
12356,4,46.7,3.0,30.0,14.4,average fit
12356,6,80.9,21.9,30.0,29.0,good fit
12357,1,53.2,0.7,30.0,26.2,average fit
12357,7,51.0,0.0,30.0,19.1,average fit
12358,6,49.2,7.0,30.0,14.1,average fit
12359,6,55.4,12.0,23.7,14.9,poor fit
12359,5,59.6,2.8,30.0,28.0,good fit
12359,7,55.7,0.0,30.0,26.3,good fit
12360,4,59.8,0.0,30.0,27.3,poor fit
12360,2,47.4,0.0,30.0,21.0,poor fit
12361,6,54.6,9.1,30.0,18.1,average fit
12362,5,59.1,2.0,30.0,28.0,average fit
12363,4,45.0,0.0,30.0,17.4,average fit
12363,7,64.0,3.4,30.0,26.3,average fit
12364,1,53.3,0.0,30.0,26.0,average fit
12364,8,56.4,12.6,30.0,15.2,average fit
12364,7,51.4,1.3,30.0,23.3,good fit
12365,7,49.1,2.9,30.0,15.4,average fit
12366,10,59.9,9.0,25.1,23.9,average fit
12367,3,39.6,0.0,30.0,11.0,average fit
12368,2,34.8,2.2,3.0,26.7,poor fit
12369,1,30.9,0.0,15.3,16.1,average fit
12369,7,23.7,0.1,16.8,10.3,poor fit
12370,1,50.5,0.0,30.0,18.4,average fit
12370,8,67.7,13.9,30.0,23.4,average fit
12371,1,62.8,5.5,27.2,27.9,poor fit
12371,3,56.1,13.2,16.7,24.3,average fit
12372,8,43.2,0.7,30.0,16.3,average fit
12373,9,46.2,0.0,30.0,16.5,average fit
12373,8,50.8,3.1,30.0,21.3,average fit
12374,5,52.3,2.7,30.0,24.4,average fit
12374,3,62.0,0.0,30.0,27.6,average fit
12374,2,53.5,0.4,30.0,20.3,average fit
12375,4,53.7,6.2,30.0,18.6,average fit
12375,7,46.2,0.2,30.0,14.5,poor fit
12376,4,44.0,1.5,30.0,10.2,average fit
12377,2,34.4,0.0,2.3,28.6,poor fit
12377,5,37.5,12.7,0.0,21.0,poor fit
12378,1,46.4,2.4,15.3,23.8,average fit
12378,2,68.7,18.6,29.9,17.1,average fit
12378,7,39.0,0.0,16.9,23.0,poor fit
12379,9,65.6,12.2,30.0,19.1,average fit
12379,5,56.0,0.2,30.0,25.3,average fit
12379,8,56.4,0.0,30.0,26.0,average fit
12380,5,44.9,0.1,30.0,11.9,poor fit
12380,9,61.3,10.7,30.0,17.8,poor fit
12380,7,40.0,0.0,30.0,14.2,average fit
12381,8,38.3,0.0,30.0,10.4,poor fit
12382,10,48.1,0.0,30.0,20.7,average fit
12383,6,52.3,2.8,30.0,18.3,average fit
12383,2,45.0,0.0,30.0,13.2,good fit
12383,9,56.1,0.0,30.0,26.6,poor fit
12384,3,45.3,6.2,30.0,13.3,average fit
12384,2,44.4,0.0,30.0,11.5,poor fit
12385,6,41.1,0.0,30.0,12.2,poor fit
12385,9,71.8,12.1,30.0,29.6,good fit
12385,2,56.7,2.6,30.0,26.8,average fit
12386,8,64.9,7.7,30.0,22.6,good fit
12387,8,48.1,0.7,30.0,22.0,average fit
12387,3,67.8,5.1,30.0,29.0,average fit
12387,5,50.5,8.6,30.0,11.8,average fit
12388,6,48.4,14.1,19.4,10.2,poor fit
12388,10,46.7,7.4,22.4,17.1,good fit
12388,3,64.2,17.0,27.1,20.2,poor fit
12389,5,51.3,0.4,30.0,18.4,good fit
12389,10,47.3,2.0,25.6,15.3,poor fit
12390,2,61.8,12.8,30.0,20.2,good fit
12390,9,61.7,6.0,30.0,29.1,average fit
12390,6,59.7,2.5,30.0,29.2,good fit
12391,7,45.1,0.0,30.0,15.0,poor fit
12392,7,14.9,0.0,0.0,18.1,average fit
12392,1,10.1,0.0,1.1,12.3,poor fit
12393,7,30.2,0.0,11.6,17.5,poor fit
12393,10,38.0,3.9,11.0,26.9,average fit
12394,5,40.5,0.0,28.9,12.2,poor fit
12395,7,52.6,11.8,30.0,13.4,average fit
12395,4,53.0,7.9,30.0,12.1,average fit
12396,10,56.7,0.0,30.0,22.5,average fit
12396,3,52.2,0.0,30.0,24.0,average fit
12396,5,60.9,15.0,30.0,20.5,average fit
12397,9,44.9,0.0,28.1,20.8,poor fit
12397,5,35.4,0.3,13.7,25.0,poor fit
12398,7,48.2,0.0,30.0,17.8,poor fit
12399,3,27.0,7.7,9.2,11.5,poor fit
12400,7,62.0,18.4,30.0,15.1,average fit
12400,10,49.4,2.9,30.0,18.7,average fit
12401,10,47.9,0.0,30.0,15.8,poor fit
12401,3,47.1,8.4,30.0,10.6,poor fit
12401,4,44.1,0.0,30.0,18.2,poor fit
12402,1,40.7,2.0,30.0,12.2,poor fit
12403,9,60.8,3.8,30.0,24.9,poor fit
12403,3,49.0,5.4,30.0,11.2,average fit
12403,1,79.3,20.8,30.0,27.2,good fit
12404,5,49.0,0.0,30.0,17.4,good fit
12404,2,45.7,0.0,30.0,15.2,poor fit
12405,10,65.9,5.5,30.0,25.7,average fit
12406,6,51.6,0.6,30.0,16.3,average fit
12406,4,69.0,7.4,30.0,28.7,average fit
12407,3,81.2,26.5,21.8,29.2,good fit
12408,9,53.4,0.0,30.0,28.3,average fit
12408,8,46.4,0.0,30.0,15.4,good fit
12409,2,46.5,0.4,30.0,18.1,average fit
12409,6,62.6,6.1,30.0,27.2,poor fit
12409,8,92.1,27.2,30.0,30.0,average fit
12410,1,62.0,24.2,30.0,10.4,average fit
12410,4,60.1,6.3,30.0,22.1,average fit
12410,5,43.0,0.0,30.0,17.1,poor fit
12411,9,69.8,8.3,30.0,27.2,good fit
12411,7,46.3,6.0,30.0,11.5,poor fit
12412,10,34.0,0.0,19.0,11.7,poor fit
12412,7,53.3,2.3,30.0,21.9,average fit
12413,6,46.2,1.1,30.0,19.3,average fit
12414,5,60.7,1.5,30.0,25.4,average fit
12414,2,43.0,0.0,30.0,17.8,average fit
12415,9,68.4,9.3,30.0,27.3,poor fit
12415,6,47.1,5.0,30.0,13.9,average fit
12416,4,74.4,17.7,30.0,23.8,good fit
12416,8,51.4,0.5,30.0,25.3,average fit
12417,7,46.8,0.0,30.0,18.6,poor fit
12418,9,41.7,5.6,30.0,10.3,poor fit
12418,3,65.1,8.4,30.0,23.9,poor fit
12418,6,58.0,7.4,30.0,24.8,average fit
12419,9,48.6,7.9,30.0,10.9,good fit
12420,7,41.5,0.0,30.0,15.7,poor fit
12420,1,40.4,2.3,30.0,11.7,average fit
12420,9,56.5,3.7,30.0,19.4,average fit
12421,4,59.3,8.9,30.0,16.1,average fit
12422,7,55.1,8.8,26.5,20.5,average fit
12423,8,47.4,8.6,30.0,10.4,poor fit
12423,7,62.3,7.9,30.0,20.7,average fit
12424,8,52.0,13.7,18.3,23.5,average fit
12425,6,52.8,15.7,30.0,11.4,good fit
12425,9,62.4,8.0,30.0,24.7,average fit
12425,3,64.0,15.5,30.0,18.6,average fit
12426,1,68.8,16.3,30.0,20.4,good fit
12426,9,50.3,8.4,30.0,11.7,average fit
12426,3,52.0,7.5,30.0,16.1,good fit
12427,2,48.4,0.4,30.0,17.4,average fit
12428,2,61.0,2.8,30.0,26.4,poor fit
12428,4,49.1,5.8,30.0,15.7,poor fit
12428,1,48.2,0.0,30.0,18.9,average fit
12429,5,37.4,0.0,26.0,13.6,poor fit
12430,10,55.1,0.0,30.0,27.8,poor fit
12431,1,50.8,0.5,30.0,17.5,average fit
12432,1,52.3,0.0,30.0,22.4,average fit
12432,3,55.6,0.0,30.0,23.7,average fit
12433,4,61.6,0.0,30.0,27.3,average fit
12434,1,55.5,1.6,30.0,23.5,average fit
12434,3,59.5,9.2,30.0,23.6,poor fit
12435,1,56.3,11.0,30.0,15.9,average fit
12435,2,42.5,3.2,30.0,10.8,poor fit
12435,3,48.4,0.0,30.0,16.0,good fit
12436,5,23.2,1.6,0.0,23.6,average fit
12436,4,22.0,0.3,0.8,22.5,average fit
12436,2,21.4,0.0,0.0,17.0,average fit
12437,1,68.9,7.1,30.0,28.0,average fit
12437,7,47.5,0.0,26.2,19.7,poor fit
12438,4,62.6,3.0,30.0,25.8,average fit
12439,2,77.7,24.9,30.0,22.7,good fit
12440,8,32.7,0.2,7.7,20.6,poor fit
12440,3,37.8,0.0,12.2,20.8,poor fit
12441,5,53.9,0.0,30.0,21.2,average fit
